ID,X,Y
0,55.21920259978083,838.2989824031142
1,368.31666653329194,476.05682027479725
2,437.0357938341666,938.6503484545881
3,261.77849454209826,581.2516595098757
4,295.08589205636594,1022.8285241445283
5,168.84544177469837,726.8429143866717
6,107.38681528873198,600.6504686286148
7,-157.9085556156203,729.2262889759131
8,43.14069062101211,958.8418176323955
9,284.02771951216613,846.3179622409616
10,154.45807488400368,889.4792914127714
11,437.2638387191392,754.4345269890584
12,364.95658961901324,815.3080648612164
13,471.5438991610562,1122.0478224189608
14,855.2345912047383,1111.9341176301305
15,367.6576375332058,980.4148301382131
16,345.2197390509003,826.8916626299841
17,398.2265702319852,691.082600867499
18,673.3927002771925,1195.5855217670446
19,405.3651329111227,1310.268044939064
20,772.8856839136392,554.1084727635277
21,475.2168164523081,950.1129203752243
22,744.456227815329,848.9336803090177
23,1009.3652516665127,1136.8136370772336
24,726.3356601264773,1143.4820237885097
25,1393.1204185597064,765.6261632267982
26,860.9528492216562,1321.5645510649629
27,360.67972088276326,852.7459415130525
28,1158.5327891288896,987.6997841350014
29,657.1641524632059,684.0627019361564
30,757.5702260706454,964.3061746809808
31,697.5294092874126,560.790418546799
32,582.1783469843357,585.769420436896
33,22.35201587862221,441.9721568018659
34,296.3123184258558,289.38491952972925
35,450.4904957730659,683.8599396862573
36,154.86803050377898,703.1750558323185
37,-71.37854801622774,776.1696534624784
38,351.6556226512462,930.5816908370023
39,477.6507630880657,475.21095728522306
40,264.24819654712053,832.0334746198603
41,435.99965652019034,233.89209237281392
42,195.70539730156594,403.3882381559753
43,199.76587662599937,728.5998321343159
44,113.17210430486193,651.2503984403837
45,559.7597805867157,382.9543437744386
46,383.35197841970546,465.1633585333194
47,1035.4155410256894,488.4390537634284
48,404.85616652046804,286.6768012018475
49,705.5771870772594,321.9055648556624
50,537.4269458224411,575.2891503392681
51,536.1598445258096,659.9534845860362
52,428.0362364755124,471.2649945262495
53,104.68574586158985,490.1853678999283
54,333.8594085954645,655.3273296825569
55,1021.6954692090532,519.3366010632774
56,642.1237876864662,205.22507678490138
57,549.0340037963664,478.2801881097569
58,786.8323233709708,449.1753739718943
59,515.0119370090863,623.906761690116
60,662.3622277119356,216.18103344653383
61,526.4415246094094,837.8793951307238
62,533.9386099494507,283.22285323206506
63,777.5478616779698,522.2634898826732
64,944.9831046715389,619.3270549823534
65,1255.7550529502666,292.0316549149426
66,421.337496399369,326.50764221074235
67,44.34722757566493,-35.55636830419874
68,272.362391250822,77.58376536413198
69,122.00480361053661,-154.69888722939106
70,88.91077176963992,350.87216526785454
71,659.2155760723454,12.077686394125578
72,-61.82328195777484,61.754501226245225
73,11.560777566280052,393.92367177898535
74,55.41896429629887,291.11972173122444
75,9.87632308092509,348.5460386754287
76,232.55960688605253,-89.31849539902413
77,-252.7111276155922,1035.9632533299866
78,103.65766862078499,105.17060859641418
79,263.12698420238456,489.13519089402797
80,327.2577757370112,391.4022318828742
81,-76.29275107095953,481.468015934513
82,65.6137597593995,434.2184756846846
83,99.99540881180113,391.1940310469431
84,360.7873153807672,459.3055972280093
85,-57.85748372629678,362.6266276809684
86,407.621624954157,362.88652582888085
87,250.89604692692404,564.2900739379743
88,323.58997343886085,618.2881474078786
89,45.88602390187725,743.924496968523
90,215.51944916781665,1079.3837687034943
91,230.7861862744357,880.3657053220103
92,543.1894622154797,980.9104303784136
93,155.35008834244871,432.30006582525607
94,179.80547077659193,1135.6613193582125
95,-125.6777569996114,983.8944260493392
96,169.34757580936974,828.553149272263
97,303.2242406667752,787.3009780565409
98,380.7941776582144,807.5685537003171
