ID,X,Y
0,338.83552725381065,747.5367250920394
1,191.52793304259203,754.642864637945
2,200.05919691998787,785.8132391379529
3,202.6135766744674,831.2498447308875
4,277.63501732785113,835.5116487359046
5,200.09485636151035,760.416856056597
6,183.8801935450241,823.5189040986189
7,226.70906790431155,703.5624207525154
8,173.97878553193138,704.3254403431463
9,317.95355046232015,818.2540733543725
10,248.697760196055,781.2959322809754
11,223.16110841015694,760.3385049461274
12,168.82181844056066,814.6587903023726
13,138.29422383451453,822.7904044457127
14,131.30695473898402,866.2144115110532
15,300.4579806954945,761.2801251765677
16,157.1527671173708,880.7621816388341
17,244.13176323725378,806.4600373991018
18,140.99352797468322,754.2462389161415
19,169.1196869247125,812.9696584442323
20,162.40799860513735,838.6199559399448
21,170.2197931987606,845.1595358620779
22,208.94798593235598,783.4292110646946
23,228.61198644327857,749.533868684648
24,210.88566902248394,764.114371085164
25,464.96473179042545,813.9118973499087
26,487.679652907958,847.031068657699
27,454.26048545198626,813.308007152928
28,506.15978548471645,691.1896686616334
29,502.33987918346475,742.5306197299063
30,500.4307292872117,786.7135635717807
31,534.1646737820794,735.4998315969001
32,503.49426280924996,830.0161324391175
33,493.79944287564655,821.2837595101023
34,490.59035756425936,835.6965303726613
35,556.1120078639756,716.8537029162724
36,484.25698767161714,735.1541528054081
37,600.1926292281811,806.557988637808
38,571.1086928306643,761.9219257911185
39,444.49195495297215,658.3146289226763
40,530.3338894669981,723.7182859863229
41,493.6776947694783,776.522670669683
42,473.91094569726465,811.217928548648
43,597.2100738627946,691.6923401372076
44,498.5429858397778,843.5413229514583
45,519.636012400064,786.7939123548889
46,499.3114661942194,800.4629602069723
47,472.60206664188314,760.3253372757592
48,495.04846844623665,991.3383501243036
49,458.586126421628,876.0986301194038
50,165.427788182978,160.74977679806392
51,276.34783919037386,99.74497151691115
52,149.7747395434111,230.87080338683373
53,138.0978202320569,221.93861282504525
54,257.5947095310367,180.54952096609273
55,148.38557230789485,268.33948379162416
56,240.82049402649454,161.1105444358421
57,194.70618476552664,146.2545822933218
58,127.77833503379136,248.8757800698366
59,149.8257748599667,178.01809250170973
60,118.87276793862642,234.4039132974168
61,185.82567054131633,171.09026202492035
62,243.99015882446858,248.44866067637082
63,199.8653518455664,224.8750342996413
64,281.62102423358334,224.63579127222903
65,151.66415237861003,274.25642729274375
66,139.70110655092012,198.85884442830402
67,212.7016746998629,169.8536488267909
68,248.17118489429123,195.39366760611196
69,277.1370015618787,194.99498354715402
70,213.2556244910764,149.73164465607422
71,234.4466225396908,169.41041502289244
72,183.45970924493537,168.13170467052387
73,203.78113118417275,189.6430098034869
74,177.28570459340608,173.8910764012885
75,130.0406666223904,806.1790373543944
76,272.66766034214373,840.3347889869074
77,241.66908097849017,787.2968437528176
78,258.1249877484722,760.5239204795988
79,220.16691308139576,769.6344955349678
80,145.63476093535547,903.6826038577329
81,281.32305223025617,845.47612738465
82,245.22279627997258,758.3437786028808
83,268.1651888751914,836.7571046768275
84,151.27345315248064,812.2136908216717
85,155.628997824099,805.7878682558239
86,190.55820890408975,768.7551441476326
87,116.94608303278477,752.6965881080397
88,231.98296712625663,800.4895044032445
89,201.75066311679285,799.5905201309331
90,258.0541245129696,789.0174557870369
91,125.90501770150135,861.4361412491335
92,148.06338291508197,801.758489214215
93,123.04366406310506,753.6580248797236
94,222.99131850762012,755.4091690044178
95,207.83631248925704,786.4564738830278
96,152.1296909337339,816.1201235273675
97,150.96954075472627,795.8438871570467
98,221.4225125418544,686.3918089802453
99,165.84724433648228,761.3998934031525
