ID,X,Y
0,126.52582817330007,756.0699667543383
1,240.53852592320692,880.8697238567196
2,159.69403842022678,843.95870383179
3,261.77685801680286,747.3795484498122
4,205.665908784897,836.7141146536235
5,230.732779546403,745.2998105418795
6,259.35273900257494,862.2618802735198
7,181.43480830608672,878.2678040860603
8,149.87712171585352,812.9101807860029
9,215.85383875730244,777.624236552226
10,182.83981245119264,878.04624545426
11,508.2793656955803,759.7191612434461
12,481.8052924471759,801.051613943604
13,508.91445664831895,807.4366222082144
14,579.006145033891,810.4361846564982
15,446.68947821905186,725.9380661376667
16,555.2661293343782,775.1909927996738
17,431.2945540264503,772.6245070916941
18,529.1420406951115,734.3597509658946
19,454.43079298108375,711.3174187219722
20,495.2842997309859,750.8291209379302
21,540.2802588426725,740.6584106163233
22,812.0162953167838,839.3377509874078
23,845.1946981941683,796.7276231992981
24,788.1324897207605,768.7040689827904
25,756.6029955402233,779.8808925979865
26,818.9152486274423,788.2727955436909
27,841.1374047038818,805.8056564157911
28,771.3704608696943,778.5802465319239
29,841.9785177784727,830.7956130801513
30,818.6818532476774,826.2383578240698
31,825.4189895160979,801.2441258235212
32,773.8841129384675,773.0374644030472
33,176.64600001638132,477.3563906691108
34,172.75472659925074,539.2678456896227
35,194.74247508698693,631.0803371289508
36,155.92456447630002,521.2599924103738
37,186.90707098142943,568.2562847110835
38,200.20723261653535,463.1436575869841
39,211.89288030080976,474.98535598093576
40,199.147179770622,452.82562757187435
41,222.66490748824884,438.2166320207711
42,242.78652471493376,492.1862511281342
43,208.27629081922066,440.5530651883824
44,496.6506665772615,491.4947444351447
45,434.96327163284207,479.2761283134004
46,529.95261856162,688.0431967690288
47,486.4589130392932,509.5892316236551
48,493.0161157361018,488.9993781858281
49,503.52558076935674,462.0798805795006
50,543.9174529253528,438.47825085973705
51,472.7061481681136,534.4005753611614
52,574.3460795297591,508.8322682679609
53,414.2939759967435,607.1684788311903
54,634.6839520164041,416.1604085780126
55,869.5216424555159,534.0838172092512
56,808.3036209849952,510.03593925721987
57,786.968383939891,406.26704773189675
58,785.0850855913143,537.452971764026
59,858.1863560532695,490.81475157409113
60,684.1513847808138,530.9917347955134
61,802.5455673548912,543.5743138722946
62,775.8229335279945,521.2026078143997
63,751.2976281489755,546.1373066575516
64,752.7906525103389,523.208908895042
65,830.8582010662766,517.0516700660119
66,200.50775636129492,247.5284204971728
67,245.3082346493823,197.25260316497736
68,216.80041284385197,185.11367775428232
69,258.1139285327506,159.71223666510463
70,180.69703825142423,316.6110028853716
71,173.06545256922516,243.30802791412012
72,220.47642424125112,95.83827976960974
73,164.4344236283219,210.90992585576257
74,280.93456571515526,207.48150146645185
75,256.3501192046576,131.68628136703776
76,189.87026872381168,99.01003927221083
77,201.39445689378874,537.6284985034356
78,173.78948773058033,486.81068397703046
79,208.41570248255468,504.29444900385334
80,222.82842278228284,536.5404272847644
81,169.5609543376421,455.77063068371376
82,254.8953691363427,417.69799755186307
83,186.5273534284229,443.85306673604725
84,229.03131263876534,582.4141319638762
85,96.03206294249085,501.44697797803366
86,207.98927010790197,518.4606283629374
87,294.500976515703,570.1851803592874
88,170.0323873899821,776.4781119061797
89,161.9762087209075,752.2652375342108
90,169.95078987101047,921.42257541467
91,185.24229181943434,836.5053930853281
92,149.2971712889231,808.2306643555964
93,230.1711674372596,848.619201931333
94,195.84113947245575,831.7037027324192
95,213.28589120945512,825.7089562872784
96,202.2423242221297,800.6104844699008
97,222.54311595803324,864.9778331612215
98,273.9422071002213,886.0088019818102
