ID,X,Y
0,250.86652407804806,143.63409323794298
1,259.2812536343746,242.22898316338535
2,155.04108211698667,328.45448007872574
3,214.27799336673607,280.1549390166832
4,224.05208236713742,156.4547361841893
5,199.61482154235358,285.8161579684081
6,250.48813925824578,261.11634775791634
7,199.26578517313675,120.64954270929186
8,257.04301750067555,193.96084674546046
9,259.3810175410543,241.41780022825566
10,216.7121924577777,166.42600525753147
11,133.09264946671112,279.19502755120203
12,147.20810597768192,190.96084205418845
13,199.53944956495886,267.5710737780281
14,279.59421603217294,271.33930921476315
15,157.11025011195488,270.07463371437615
16,101.13777310742708,192.19279086879286
17,90.90611083995155,206.81507533329673
18,72.38135910939695,207.7613037193678
19,164.42120724877114,180.3430576912351
20,218.4331664320998,179.86347982516375
21,135.44249782320617,250.72986926288525
22,194.4760231492773,215.08528842779455
23,246.1681343935568,209.8655112818261
24,275.49519264163,151.18748564861
25,237.54462532506017,204.97557153548217
26,220.22490370120346,142.73186805086394
27,237.8227314196451,211.35678877662886
28,209.31361260303984,245.92621607336912
29,175.33212656750766,154.33141951015045
30,207.7080671795554,202.6880331338822
31,165.47481718804386,180.42032296349117
32,201.25607007962793,173.92699919089094
33,821.9372861874676,227.73481192451453
34,807.5280172083202,172.04620656408753
35,842.1214180575287,295.58725007526095
36,760.8571807998559,242.66212213417288
37,866.79413135458,263.3203876259666
38,771.5987415941981,195.54331093972067
39,763.9558116912535,258.35547101212796
40,809.6075760776939,234.76790850511495
41,736.9274617942418,223.4590782258409
42,811.9347898470892,238.09983891932785
43,856.656605881088,133.228723739837
44,914.7429874111587,285.5837831358871
45,868.2419483559836,209.7971860855618
46,809.440323878491,337.358899729206
47,821.6767823542276,237.75562812075165
48,773.0332774366719,260.6913107732648
49,876.8111555859249,228.29542281471484
50,872.6981903065778,256.2252984534026
51,882.5327726173005,232.56876352747415
52,744.5715401738186,133.45329436760932
53,780.1666462556155,104.26799396271727
54,896.7589808403529,135.40458626645108
55,781.0935174091954,211.4237196343744
56,786.5631260192391,212.5528048165069
57,818.587005424607,147.421645712528
58,771.9300807428716,245.94212780244152
59,823.8695261538915,191.2381755213244
60,787.114733050692,219.53226658776157
61,676.3869337934229,216.89474584702805
62,792.5647649781785,191.7621692691501
63,778.3019453539836,202.13094003441546
64,749.0234513924561,166.33250608948558
65,803.2062903925818,136.29632522732354
66,415.8512086765693,862.2068857005414
67,519.0516135731627,827.4610368501573
68,523.5658448336372,782.83182313699
69,485.2991553881866,758.7451475832554
70,420.60160935856237,734.5754572665371
71,524.2881328099744,843.8667433460785
72,444.28698550781644,794.3850423031063
73,466.822913004084,831.9087837742571
74,466.0412055957976,726.6631344069116
75,571.9789205000666,811.3046793902162
76,460.7895451971112,849.3625955609485
77,571.1272927207694,713.0426547577745
78,450.59735378646593,799.3002798683891
79,536.178282380064,863.0888424864257
80,472.522834482172,746.6895535176678
81,472.0434335710942,734.0291162809358
82,520.6885907746347,908.8914569353406
83,483.31646821510634,795.9296973089296
84,512.5718843604889,813.3847214682582
85,465.1729618470166,716.4164988687393
86,479.5136987047478,809.9544692317061
87,568.4887357220261,909.9732153179747
88,581.4464995524909,732.0996840403569
89,489.17703304356667,786.458181339853
90,395.84076689589335,807.6594392659363
91,531.7444107672354,848.8399516283935
92,530.8703088274146,768.6578669753798
93,547.0654147810037,890.1516591070081
94,462.7962507358389,760.3678683494828
95,444.3759632108325,889.664101761598
96,447.56985630736426,749.5935996547144
97,527.4855332191298,758.2775916157668
98,556.654032810241,732.1716868295343
