ID,X,Y
0,281.0933599075788,681.1290249340185
1,216.72808519846745,1147.6609958317238
2,0.42933850339235846,829.47679298629
3,364.5442515207048,909.1352132204465
4,373.0255985974518,664.7216682691105
5,37.73801959468361,877.5362618081023
6,433.93434842645513,346.7644312016492
7,280.5267142781298,1176.7548463062528
8,550.7775861688579,502.5298984184502
9,279.0357914521639,519.1534478621915
10,-70.85756545953024,880.5811633033529
11,-109.86825653273564,933.618103405729
12,64.8517884541331,852.6088917974045
13,117.1301835428606,1140.4851687444052
14,343.10970651912845,761.7955602319457
15,-67.62119486312912,573.3430445454901
16,-215.47798274299765,1118.0547126729025
17,246.7153950991184,847.708993354772
18,337.99174962338265,640.145243736751
19,225.80087974700317,676.5808300951729
20,320.4897007601877,744.6605846886323
21,153.3272935948288,832.8637155230705
22,403.69989063869804,681.8930610435192
23,-158.8992100539155,958.6719215121177
24,547.5401211504595,518.5731087460515
25,85.99967248704792,1021.5055800854792
26,580.5574608320812,767.4834502569336
27,773.8073912573,617.3024102360276
28,427.1987118483313,663.9485196284205
29,729.9205149180807,720.3645268426221
30,481.955999304461,889.1985435026833
31,716.9318164091695,480.1601737301654
32,730.3872057261436,940.6089664666908
33,479.08820079315166,665.0004762408657
34,317.01154873026667,748.8145531915972
35,833.6237792707677,552.5911894748538
36,560.0800068435686,541.6987395612159
37,308.96780922550704,467.4595107454854
38,513.2209063935259,755.2578990035739
39,329.8277834195119,765.2557833958705
40,473.96034462615563,591.3405299860133
41,349.1473494559445,1063.9302409882325
42,439.11780369838647,622.2615613691596
43,326.9393754124298,721.7848157079623
44,507.0765770554933,642.2916266081543
45,555.9939768711789,962.399894753303
46,226.92928535519917,966.0212799790531
47,434.46142487952136,1046.4360336513685
48,294.49841935356443,973.6002800001538
49,385.31027756755304,890.3107278283871
50,495.2318114050023,102.8518208389503
51,222.66032117061877,331.7502156120844
52,293.97319054849277,88.26182495355343
53,-35.00945602595067,42.21616365458692
54,171.60761852421,246.84318968020625
55,395.22225344874414,286.2075000165255
56,108.58208686238271,410.87503247038285
57,-32.32303893166434,327.4370998693364
58,315.3009442386207,507.51694669839867
59,361.90948482300786,81.88360395759844
60,209.39642231660116,185.29828890115584
61,483.4159058416333,217.7181373632866
62,-60.125802506759726,287.48240208259705
63,11.21656985709086,502.1060716230931
64,58.13386039636512,372.3058883316865
65,92.31414841592684,594.8838152976524
66,135.86435869999195,480.0928860504401
67,-16.973392159483694,289.11052570430974
68,329.81465167579387,147.24427430596236
69,437.19519621231484,198.4949027459752
70,293.43908474243335,467.1019950413555
71,441.2675020203835,491.6969247651469
72,435.4179668103901,397.6882517466901
73,296.25541758218003,273.50460092891296
74,125.05305239905091,-83.68014718906272
75,246.56818605054963,412.8857997495677
76,-155.46195524487433,1021.0973210653674
77,-144.2796170046904,1017.9148616780953
78,-111.89585916598526,579.2693298020783
79,528.9149338873118,757.574505390223
80,208.0405048952974,622.4718304781858
81,182.50110490012173,430.4325270860355
82,407.58976607978,888.8423489428318
83,60.30753855487151,780.1935312217232
84,480.7185697704192,612.0092773335457
85,96.85022990017416,958.1257016141651
86,498.76304266621327,756.95607819545
87,227.41558627823153,632.3626158985797
88,443.9493325015931,702.7605855977148
89,245.0183680213577,944.0799215450711
90,389.7890853206384,972.2092184728562
91,204.23474849748527,1110.547135694515
92,228.3499765351694,1008.286287973053
93,-28.08972703252283,875.0544227823985
94,-55.598757877460685,997.5382170493065
95,124.74294871235276,803.7143052471365
96,236.43410565499607,1140.3128212650633
97,-206.25884053348676,829.1384175914502
98,-315.4426425394147,967.8735673977917
99,255.5567081406494,1040.9893485002958
